"logLik","logLik_se","mu0","mu1","s0","s1","nu0","nu1","p0","p1","eta"
-258.39203521325,0.0608515376470327,-6.06176094427644,-5.58418702916093,0.200810275536884,0.320194845092161,102.449994116345,3.85902757722932,0.259217210760003,0.442528451610889,0.545336128725645
-81.1713396855596,0.0454195048236914,-6.20775434995019,-5.80995769472696,0.0822272590395721,0.224097152021924,22.1461975020265,2.653434620978,0.00819892384258351,0.993193051241181,0.44421063588542
-67.3975470833851,0.0340964291582915,-6.20937563734711,-5.7808650864799,0.102229837810163,0.220106665746575,226.967914748309,2.43773222297261,0.00896963937317395,0.994418532770238,0.519317670399162
-258.231911839753,0.0599253417290671,-6.17197938211677,-5.74897680712687,0.107362521519044,0.266331510294725,29.4416599785676,2.80434297880069,0.476320112779208,0.695870980017497,0.558036952573322
-73.6709144992301,0.0785263203340731,-6.21600862185488,-5.74704177494767,0.0913052057068271,0.266631229943469,24.7417803387497,3.41008185519682,0.0104192514516087,0.992726547929609,0.523352868339691
-68.6311375298337,0.0735531888179833,-6.21034078149481,-5.79146280443437,0.0984696493188887,0.236425777226667,70.5085313820644,2.50254883194878,0.00992160490328867,0.994785055140214,0.479666198824983
-65.5973084151615,0.0598122480154153,-6.20398695074888,-5.78449078404509,0.0945983722843381,0.229714219635407,3.84903036519428,2.41651379589992,0.00766521015937395,0.995858733436573,0.47080873796031
-66.9361931376705,0.0541956982587828,-6.21010585442843,-5.78609828512623,0.0993574062510268,0.216443942732154,18.0297233169327,2.37535404642421,0.00947434328226546,0.991478408890077,0.483814736954436
-250.935525293666,0.08998294131677,-6.20092181644799,-5.80158297516754,0.101184039531561,0.259161853288051,49.0053688891012,2.70344107694227,0.598360447406691,0.721187487583278,0.416266053181293
-73.1758596750284,0.05242666461312,-6.20679604665076,-5.78297658889709,0.0866227064463715,0.226278668974307,10.3800726327258,2.36790070838389,0.00696977365138195,0.994356221354812,0.503720587520298
-256.711078369481,0.0798855851470527,-6.20125626417598,-5.80961632584974,0.0813855715030374,0.230136895147245,7.56315983698333,2.40153333097022,0.380908227708082,0.801501209291086,0.584322991592513
-252.875289749062,0.0779798676873036,-6.20245515148427,-5.79177662657913,0.0969371558320172,0.239131796395615,241.213355551635,2.56303870125359,0.932853027972409,0.529998480585357,0.507717813812709
-66.1043641303591,0.0431139821239972,-6.20538532582084,-5.78712279559764,0.104079129285294,0.23086123446429,17.2325117380732,2.79279945981795,0.00970571089297279,0.994008241366918,0.379955964094897
-255.219346036004,0.0406587383079407,-6.16478324498875,-5.78777116540817,0.11405671413727,0.267796145158074,14.4589576457216,2.87257992446469,0.495970333613942,0.672984281450009,0.474610074228345
-250.729467457176,0.0643859366065429,-6.1898800965918,-5.79236556005121,0.108947925383455,0.261350894927676,8.1752188149032,2.63822927810551,0.768401795662829,0.561746327928241,0.571618451189281
-80.2990364852395,0.0516876720896676,-6.20926855104676,-5.78749817583637,0.0824927200280602,0.245043331514067,30.4349203019497,2.80497328037465,0.00964707948221353,0.993326969975742,0.474634545951615
-261.93786627579,0.0413630131976969,-6.05582218503302,-5.58510920482005,0.198443659544555,0.373910246742661,29.8572084846808,6.79633843062699,0.415190808662366,0.116682814960167,0.43530001540152
-71.79013949138,0.0597110668315651,-6.21016189820411,-5.76805854344502,0.097309323129206,0.234169992078237,883.151014018464,2.75240195010103,0.0096414193789687,0.994428530241253,0.501548716802398
-63.8661418386873,0.0684443173512063,-6.20496666578461,-5.77733468562079,0.111922311382626,0.243034451365634,13.1333500306841,2.92405411862868,0.00822951752234989,0.995141034892127,0.521357178706921
-68.5386789258416,0.0572708942382999,-6.20546772252756,-5.76232285614882,0.110604474583458,0.228957785861978,10.2459804363188,2.13400929716186,0.992464368443218,0.0133853028915287,0.507286330405988
-253.57713611043,0.0524584962129701,-6.18495298022473,-5.78950312529412,0.10136431014103,0.268043044267166,6.18961223217765,3.41678432754457,0.616351199118295,0.638813333541617,0.333476872218087
-72.0817395845745,0.0479620252656921,-6.21350043722376,-5.81155869198952,0.0898783987058359,0.233700292520584,36.2450302135251,2.66407884016698,0.0109474092078582,0.993165755865269,0.274442223630624
-65.1975579399819,0.0775344678507395,-6.21355104703827,-5.78616854305898,0.0984115271399804,0.234055410168734,19.6145308501403,2.70607650595193,0.00632179250898171,0.996179219792333,0.321999970643392
-66.2737818180206,0.0773909891293132,-6.22234814775854,-5.79979546836812,0.0899273382956855,0.21150769817701,23.4105554534291,2.49674434446467,0.00763624281216008,0.995697930528496,0.563570959054226
-253.67380133088,0.0702633575772352,-6.16010912555084,-5.76785222568088,0.124010068953847,0.250504520278981,180.303603475398,2.33933802669344,0.643736855547934,0.512770657120435,0.344814084713656
-257.995471864152,0.0270548237670935,-6.17402625404032,-5.79423068248854,0.104917336436846,0.264576625240092,20.2097830688326,3.23813369178598,0.62720711431533,0.673330122232129,0.580536449919572
-67.1145103044998,0.0819100798218001,-6.20665121557032,-5.787777155724,0.0858681250389931,0.239700013528547,3.68311540361741,2.62715165390792,0.00820946978962959,0.99401315194922,0.548683031195698
-265.205815498753,0.0652824354886568,-6.06037571164352,-5.51851287202306,0.188995495076641,0.347703822502402,71.8299378828599,5.82166623079268,0.287957972719822,0.443981478297161,0.814092383974907
-67.5138760413515,0.0511071465740299,-6.20825697771942,-5.78263703984715,0.0943423189524432,0.221883299380142,11.9992287121174,2.40422836085681,0.00945493588337149,0.993265437855895,0.42755289734415
-69.7897627580342,0.0412060288882728,-6.2093448622902,-5.77626154074705,0.0978061023833649,0.198266188196636,21.7625402376169,2.36127858186758,0.00818834852414446,0.993361487830025,0.610048170605108
-249.949859303791,0.0653006587299132,-6.19221426637976,-5.77352568734805,0.115898778047792,0.237985883674607,328.974727969699,2.4979855178389,0.938928828095758,0.444067351040286,0.451748891357423
-68.738299614795,0.070178558958787,-6.21577256481905,-5.78818306297646,0.0867225201466726,0.233739719595834,12.9498264558746,2.46926688589305,0.010563695102691,0.994438314509929,0.530544375234026
-81.4778060113342,0.0575758522434566,-6.20385871124288,-5.78743939258138,0.0861461446814728,0.248727747783742,31.9969891639471,2.48390027782445,0.00839911743256334,0.994970339377697,0.710234476355409
-68.5292050780901,0.0613829373348663,-6.20138903500653,-5.78259232082834,0.109491192844788,0.241555958289759,72.2225970559208,2.57849120348561,0.993966472117364,0.0088345357648794,0.329276948557526
-254.870959622427,0.0697035239154703,-6.19815794179196,-5.82940576746581,0.0842876954392789,0.253651707162946,20.2844274253367,2.75036848109019,0.724539970441284,0.639705581029926,0.696601433086336
-253.802412077534,0.050477731887674,-6.20743646577152,-5.82135044825012,0.0835433735395913,0.25789336903304,68.2135641135421,2.76508314595357,0.490768168818405,0.793244032410365,0.466875168116789
-67.3114302406539,0.0695254350522313,-6.21680409895512,-5.77173274216406,0.0968686372382703,0.23527710144755,86.0233883118703,2.90859897141009,0.00906814662087081,0.99337893403992,0.575958970614601
-63.4429816783239,0.0511712351271166,-6.21723190053672,-5.78482479479424,0.0920048853337181,0.24094831196009,10.5110508891888,2.57932316783507,0.00765958496269253,0.994445163511201,0.431469827312613
-264.958295141503,0.0540871871797944,-6.05115341875897,-5.55114745202114,0.188014054347604,0.342965864570895,69.9619254132212,4.55548090363144,0.377376360435814,0.106619830361202,0.562843855437157
-251.090827857203,0.0779772465343824,-6.18585914268542,-5.79632273430415,0.102755349376311,0.262247205176755,13.1199925880157,2.8115618102324,0.701696332229268,0.573535579639174,0.419689155343545
